index,conm,type,cik,date,path
11866668,DNA BRANDS INC,NT 10-Q,1419995,2012-05-15,https://www.sec.gov/Archives/edgar/data/1419995/0001354488-12-002575-index.htm
11866967,DOLPHIN DIGITAL MEDIA INC,NT 10-Q,1282224,2012-05-16,https://www.sec.gov/Archives/edgar/data/1282224/0001354488-12-002634-index.htm
11867138,DORAL FINANCIAL CORP,NT 10-Q,840889,2012-05-11,https://www.sec.gov/Archives/edgar/data/840889/0001193125-12-228653-index.htm
11867246,DOUBLE CROWN RESOURCES INC.,NT 10-Q,1366407,2012-05-15,https://www.sec.gov/Archives/edgar/data/1366407/0001477932-12-001616-index.htm
11867523,"DRC Ventures ,Inc.",NT 10-Q,1434109,2012-05-16,https://www.sec.gov/Archives/edgar/data/1434109/0001477932-12-001643-index.htm
11870011,Data Storage Corp,NT 10-Q,1419951,2012-05-15,https://www.sec.gov/Archives/edgar/data/1419951/0001213900-12-002657-index.htm
11870318,"Debut Broadcasting Corporation, Inc.",NT 10-Q,1254371,2012-05-16,https://www.sec.gov/Archives/edgar/data/1254371/0001185185-12-001151-index.htm
11870423,Delaine Corp,NT 10-Q,1496139,2012-05-16,https://www.sec.gov/Archives/edgar/data/1496139/0001477932-12-001652-index.htm
11870580,"Delta Entertainment Group, Inc.",NT 10-Q,1481199,2012-05-15,https://www.sec.gov/Archives/edgar/data/1481199/0001161697-12-000375-index.htm
11871141,"Digital Development Partners, Inc.",NT 10-Q,1409999,2012-05-15,https://www.sec.gov/Archives/edgar/data/1409999/0001004878-12-000141-index.htm
11871512,Diversified Resources Inc.,NT 10-Q,1509692,2012-06-15,https://www.sec.gov/Archives/edgar/data/1509692/0001127855-12-000327-index.htm
11871565,"Dixie Foods International, Inc",NT 10-Q,1497074,2012-04-16,https://www.sec.gov/Archives/edgar/data/1497074/0001161697-12-000239-index.htm
11871718,Domark International Inc.,NT 10-Q,1365160,2012-04-16,https://www.sec.gov/Archives/edgar/data/1365160/0001165527-12-000305-index.htm
11872623,Dussault Apparel Inc.,NT 10-Q,1383756,2012-06-15,https://www.sec.gov/Archives/edgar/data/1383756/0001524777-12-000237-index.htm
11872627,Dutch Gold Resources Inc,NT 10-Q,928375,2012-05-15,https://www.sec.gov/Archives/edgar/data/928375/0001144204-12-029686-index.htm
11872749,"Dynastar Holdings, Inc.",NT 10-Q,1405917,2012-05-16,https://www.sec.gov/Archives/edgar/data/1405917/0001144204-12-029929-index.htm
11873077,EAST COAST DIVERSIFIED CORP,NT 10-Q,1256540,2012-05-15,https://www.sec.gov/Archives/edgar/data/1256540/0001019687-12-001807-index.htm
11873146,EASTGATE ACQUISITIONS CORP,NT 10-Q,1099574,2012-05-15,https://www.sec.gov/Archives/edgar/data/1099574/0001099574-12-000007-index.htm
11873698,"ECO Building Products, Inc.",NT 10-Q,1409885,2012-05-15,https://www.sec.gov/Archives/edgar/data/1409885/0001127855-12-000263-index.htm
11873717,"ECO VENTURES GROUP, INC.",NT 10-Q,1354591,2012-04-13,https://www.sec.gov/Archives/edgar/data/1354591/0001096906-12-000937-index.htm
11873820,"ECOTALITY, INC.",NT 10-Q,1301206,2012-05-16,https://www.sec.gov/Archives/edgar/data/1301206/0001144204-12-030118-index.htm
11874228,"EGPI FIRECREEK, INC.",NT 10-Q,1106848,2012-05-15,https://www.sec.gov/Archives/edgar/data/1106848/0001144204-12-028888-index.htm
11874940,"ELRAY RESOURCES, INC.",NT 10-Q,1402371,2012-05-14,https://www.sec.gov/Archives/edgar/data/1402371/0001019687-12-001749-index.htm
11875187,EMERGING MEDIA HOLDINGS INC,NT 10-Q,1307140,2012-05-15,https://www.sec.gov/Archives/edgar/data/1307140/0001214659-12-002280-index.htm
11875335,"EMPERIAL AMERICAS, INC",NT 10-Q,1424718,2012-05-15,https://www.sec.gov/Archives/edgar/data/1424718/0001144204-12-029523-index.htm
11875407,EMPIRE STATE BUILDING ASSOCIATES L.L.C.,NT 10-Q,32776,2012-05-15,https://www.sec.gov/Archives/edgar/data/32776/0000032776-12-000005-index.htm
11875455,EN2GO INTERNATIONAL INC,NT 10-Q,1200528,2012-04-13,https://www.sec.gov/Archives/edgar/data/1200528/0001415889-12-000528-index.htm
11875797,ENERGY EDGE TECHNOLOGIES CORP.,NT 10-Q,1495230,2012-05-14,https://www.sec.gov/Archives/edgar/data/1495230/0001445866-12-000311-index.htm
11875813,"ENERGY HOLDINGS INTERNATIONAL, INC.",NT 10-Q,1271046,2012-05-15,https://www.sec.gov/Archives/edgar/data/1271046/0001079974-12-000208-index.htm
11875846,"ENERGY QUEST, INC.",NT 10-Q,1096550,2012-05-15,https://www.sec.gov/Archives/edgar/data/1096550/0001471242-12-000667-index.htm
11876996,"ERF Wireless, Inc.",NT 10-Q,1020646,2012-05-16,https://www.sec.gov/Archives/edgar/data/1020646/0001019687-12-001833-index.htm
11877634,"EVCARCO, INC.",NT 10-Q,1459003,2012-05-15,https://www.sec.gov/Archives/edgar/data/1459003/0001199835-12-000335-index.htm
11877740,EWRX INTERNET SYSTEMS INC,NT 10-Q,1088949,2012-05-15,https://www.sec.gov/Archives/edgar/data/1088949/0001062993-12-001790-index.htm
11877746,"EWaste Systems, Inc.",NT 10-Q,1488309,2012-05-15,https://www.sec.gov/Archives/edgar/data/1488309/0001117768-12-000206-index.htm
11877861,"EXCLUSIVE BUILDING SERVICES, INC",NT 10-Q,1504222,2012-06-14,https://www.sec.gov/Archives/edgar/data/1504222/0001078782-12-001639-index.htm
11878020,EXPLORE ANYWHERE HOLDING CORP,NT 10-Q,1424328,2012-05-16,https://www.sec.gov/Archives/edgar/data/1424328/0001165527-12-000490-index.htm
11878176,"EYES ON THE GO, INC.",NT 10-Q,1498522,2012-05-11,https://www.sec.gov/Archives/edgar/data/1498522/0001463967-12-000052-index.htm
11878199,"EZJR, Inc.",NT 10-Q,1402453,2012-05-14,https://www.sec.gov/Archives/edgar/data/1402453/0001350071-12-000052-index.htm
11878235,Eagle Ford Oil & Gas Corp,NT 10-Q,847416,2012-05-14,https://www.sec.gov/Archives/edgar/data/847416/0001387131-12-001551-index.htm
11878278,"Earth Energy Reserves, Inc.",NT 10-Q,1327557,2012-05-16,https://www.sec.gov/Archives/edgar/data/1327557/0001014897-12-000126-index.htm
11878310,Eastern 1996D Limited Partnership,NT 10-Q,1031999,2012-05-16,https://www.sec.gov/Archives/edgar/data/1031999/0000077877-12-000050-index.htm
11878312,Eastern 1997D Limited Partnership,NT 10-Q,1042582,2012-05-16,https://www.sec.gov/Archives/edgar/data/1042582/0000077877-12-000052-index.htm
11878314,Eastern 1998D Limited Partnership,NT 10-Q,1080504,2012-05-16,https://www.sec.gov/Archives/edgar/data/1080504/0000077877-12-000054-index.htm
11878891,"Elevate, Inc.",NT 10-Q,1424415,2012-04-17,https://www.sec.gov/Archives/edgar/data/1424415/0001077048-12-000224-index.htm
11879333,"Energiz Renewable, Inc.",NT 10-Q,859313,2012-05-16,https://www.sec.gov/Archives/edgar/data/859313/0001014897-12-000127-index.htm
11879732,"EnviraTrends, Inc",NT 10-Q,1479575,2012-05-15,https://www.sec.gov/Archives/edgar/data/1479575/0001477932-12-001606-index.htm
11879742,Environmental Infrastructure Holdings Corp,NT 10-Q,1160479,2012-05-15,https://www.sec.gov/Archives/edgar/data/1160479/0001185185-12-001112-index.htm
11880256,Excel Corp,NT 10-Q,1512890,2012-05-14,https://www.sec.gov/Archives/edgar/data/1512890/0001144204-12-028642-index.htm
11881029,FASTFUNDS FINANCIAL CORP,NT 10-Q,779956,2012-05-16,https://www.sec.gov/Archives/edgar/data/779956/0001471242-12-000682-index.htm
11881780,FENTURA FINANCIAL INC,NT 10-Q,919865,2012-05-15,https://www.sec.gov/Archives/edgar/data/919865/0001193125-12-234865-index.htm
11882932,FINDEX COM INC,NT 10-Q,1089061,2012-05-16,https://www.sec.gov/Archives/edgar/data/1089061/0001089061-12-000012-index.htm
11883105,FIRST AMERICAN SCIENTIFIC CORP.,NT 10-Q,1002822,2012-05-15,https://www.sec.gov/Archives/edgar/data/1002822/0001002014-12-000265-index.htm
11883114,FIRST ASIA HOLDINGS Ltd,NT 10-Q,1081568,2012-05-14,https://www.sec.gov/Archives/edgar/data/1081568/0001137050-12-000160-index.htm
11883151,FIRST BANCORP /PR/,NT 10-Q,1057706,2012-05-11,https://www.sec.gov/Archives/edgar/data/1057706/0001193125-12-228510-index.htm
11883287,"FIRST CHINA PHARMACEUTICAL GROUP, INC.",NT 10-Q,1432254,2012-05-15,https://www.sec.gov/Archives/edgar/data/1432254/0001062993-12-001765-index.htm
11883346,FIRST COLOMBIA GOLD CORP.,NT 10-Q,1045929,2012-05-15,https://www.sec.gov/Archives/edgar/data/1045929/0001117768-12-000202-index.htm
11883411,FIRST CORP /CN/,NT 10-Q,1136463,2012-05-16,https://www.sec.gov/Archives/edgar/data/1136463/0001144204-12-029868-index.htm
11884146,FIRST PLACE FINANCIAL CORP /DE/,NT 10-Q,1068912,2012-05-16,https://www.sec.gov/Archives/edgar/data/1068912/0001144204-12-030088-index.htm
11884170,FIRST POTOMAC REALTY TRUST,NT 10-Q,1254595,2012-05-11,https://www.sec.gov/Archives/edgar/data/1254595/0001193125-12-228615-index.htm
11884852,FISCHER WATT GOLD CO INC,NT 10-Q,844788,2012-06-13,https://www.sec.gov/Archives/edgar/data/844788/0001014909-12-000017-index.htm
11884933,"FITT HIGHWAY PRODUCTS, INC.",NT 10-Q,1164964,2012-05-15,https://www.sec.gov/Archives/edgar/data/1164964/0001019687-12-001773-index.htm
11885929,FONU2 Inc.,NT 10-Q,1168325,2012-05-15,https://www.sec.gov/Archives/edgar/data/1168325/0001010412-12-000235-index.htm
11886262,FOREVERGREEN WORLDWIDE CORP,NT 10-Q,1091983,2012-05-16,https://www.sec.gov/Archives/edgar/data/1091983/0001548123-12-000081-index.htm
11886278,FORMCAP CORP.,NT 10-Q,1102709,2012-05-15,https://www.sec.gov/Archives/edgar/data/1102709/0001329136-12-000002-index.htm
11887517,"FRESH MEDICAL LABORATORIES, INC.",NT 10-Q,1541884,2012-05-14,https://www.sec.gov/Archives/edgar/data/1541884/0001078782-12-001313-index.htm
11887524,"FRESH START PRIVATE MANAGEMENT, INC.",NT 10-Q,1443863,2012-05-15,https://www.sec.gov/Archives/edgar/data/1443863/0001102624-12-000430-index.htm
11889134,"FUEL DOCTOR HOLDINGS, INC.",NT 10-Q,1459188,2012-05-15,https://www.sec.gov/Archives/edgar/data/1459188/0001078782-12-001400-index.htm
11889326,"FUQI INTERNATIONAL, INC.",NT 10-Q,1382696,2012-05-08,https://www.sec.gov/Archives/edgar/data/1382696/0001104659-12-034591-index.htm
11890167,Feihe International Inc,NT 10-Q,789868,2012-05-11,https://www.sec.gov/Archives/edgar/data/789868/0001144204-12-027779-index.htm
11890652,"Fifth Season International, Inc.",NT 10-Q,1417907,2012-05-14,https://www.sec.gov/Archives/edgar/data/1417907/0001204459-12-001079-index.htm
11890782,Finishing Touches Home Goods Inc.,NT 10-Q,1511261,2012-06-15,https://www.sec.gov/Archives/edgar/data/1511261/0001477932-12-001971-index.htm
11890870,First American Silver Corp.,NT 10-Q,1456802,2012-04-17,https://www.sec.gov/Archives/edgar/data/1456802/0001165527-12-000316-index.htm
11890988,First National Energy Corp.,NT 10-Q,1142129,2012-05-15,https://www.sec.gov/Archives/edgar/data/1142129/0001354488-12-002484-index.htm
11891035,First Surgical Partners Inc.,NT 10-Q,1389413,2012-05-15,https://www.sec.gov/Archives/edgar/data/1389413/0001144204-12-029632-index.htm
11891037,First Titan Corp.,NT 10-Q,1502152,2012-05-15,https://www.sec.gov/Archives/edgar/data/1502152/0001161697-12-000377-index.htm
11891205,"Flameret, Inc.",NT 10-Q,1472147,2012-04-17,https://www.sec.gov/Archives/edgar/data/1472147/0001078782-12-001079-index.htm
11891360,Flyingeagle PU Technical Corp,NT 10-Q,861370,2012-05-15,https://www.sec.gov/Archives/edgar/data/861370/0001001277-12-000033-index.htm
11892068,"Freedom Environmental Services, Inc.",NT 10-Q,1443818,2012-05-14,https://www.sec.gov/Archives/edgar/data/1443818/0001445866-12-000316-index.htm
11892173,"Fresh Harvest Products, Inc.",NT 10-Q,1331612,2012-06-15,https://www.sec.gov/Archives/edgar/data/1331612/0001052918-12-000299-index.htm
11892514,Fuelstream INC,NT 10-Q,1024920,2012-05-15,https://www.sec.gov/Archives/edgar/data/1024920/0001391609-12-000183-index.htm
11892524,Full Throttle Indoor Kart Racing Inc,NT 10-Q,1488438,2012-04-16,https://www.sec.gov/Archives/edgar/data/1488438/0001079973-12-000267-index.htm
11893113,GALLERY MANAGEMENT HOLDING CORP,NT 10-Q,1420078,2012-04-16,https://www.sec.gov/Archives/edgar/data/1420078/0001079974-12-000148-index.htm
11893383,GARB OIL & POWER CORP,NT 10-Q,798371,2012-05-16,https://www.sec.gov/Archives/edgar/data/798371/0001038838-12-000145-index.htm
11893680,GATEWAY ENERGY CORP/NE,NT 10-Q,40194,2012-05-16,https://www.sec.gov/Archives/edgar/data/40194/0000040194-12-000018-index.htm
11894092,GENELINK INC,NT 10-Q,941020,2012-05-15,https://www.sec.gov/Archives/edgar/data/941020/0001144204-12-029170-index.htm
11894149,GENERAL AUTOMOTIVE CO,NT 10-Q,1376668,2012-05-15,https://www.sec.gov/Archives/edgar/data/1376668/0001193125-12-234984-index.htm
11894569,GENETHERA INC,NT 10-Q,1017110,2012-05-15,https://www.sec.gov/Archives/edgar/data/1017110/0001017110-12-000054-index.htm
11896023,"GLOBAL EARTH ENERGY, INC.",NT 10-Q,1121901,2012-04-13,https://www.sec.gov/Archives/edgar/data/1121901/0001091818-12-000116-index.htm
11896053,GLOBAL GOLD CORP,NT 10-Q,319671,2012-05-15,https://www.sec.gov/Archives/edgar/data/319671/0001437749-12-005074-index.htm
11896064,GLOBAL HEALTH VOYAGER INC,NT 10-Q,318622,2012-05-14,https://www.sec.gov/Archives/edgar/data/318622/0001493152-12-000428-index.htm
11896136,"GLOBAL SMART ENERGY, INC.",NT 10-Q,1436426,2012-05-16,https://www.sec.gov/Archives/edgar/data/1436426/0001144204-12-029983-index.htm
11896154,"GLOBALINK, LTD.",NT 10-Q,1361540,2012-05-16,https://www.sec.gov/Archives/edgar/data/1361540/0001014897-12-000128-index.htm
11896333,GMS Capital Corp.,NT 10-Q,1434830,2012-05-15,https://www.sec.gov/Archives/edgar/data/1434830/0001338541-12-000025-index.htm
11896572,GOLDEN CENTURY RESOURCES Ltd,NT 10-Q,1378625,2012-05-16,https://www.sec.gov/Archives/edgar/data/1378625/0001415408-12-000086-index.htm
11896608,"GOLDEN OASIS NEW ENERGY GROUP, INC.",NT 10-Q,1525306,2012-05-14,https://www.sec.gov/Archives/edgar/data/1525306/0001477932-12-001538-index.htm
11896621,GOLDEN PHOENIX MINERALS INC,NT 10-Q,1042784,2012-05-15,https://www.sec.gov/Archives/edgar/data/1042784/0001096906-12-001442-index.htm
11897358,GOLDRICH MINING CO,NT 10-Q,59860,2012-05-16,https://www.sec.gov/Archives/edgar/data/59860/0001052918-12-000258-index.htm
11898113,"GRANDPARENTS.COM, INC.",NT 10-Q,1020475,2012-05-15,https://www.sec.gov/Archives/edgar/data/1020475/0001144204-12-029700-index.htm
11898188,GRANT HARTFORD CORP,NT 10-Q,1425392,2012-05-14,https://www.sec.gov/Archives/edgar/data/1425392/0001085760-12-000014-index.htm
11898273,GRAPHON CORP/DE,NT 10-Q,1021435,2012-05-14,https://www.sec.gov/Archives/edgar/data/1021435/0001021435-12-000021-index.htm
11898401,"GREAT CHINA INTERNATIONAL HOLDINGS, INC.",NT 10-Q,828878,2012-05-15,https://www.sec.gov/Archives/edgar/data/828878/0001038838-12-000141-index.htm
11898411,"GREAT CHINA MANIA HOLDINGS, INC.",NT 10-Q,1382112,2012-05-11,https://www.sec.gov/Archives/edgar/data/1382112/0001445866-12-000299-index.htm
11898483,GREAT WALL BUILDERS LTD.,NT 10-Q,1436624,2012-05-16,https://www.sec.gov/Archives/edgar/data/1436624/0001056520-12-000216-index.htm
11898525,"GREEN & QUALITY HOME LIFE, INC.",NT 10-Q,1497316,2012-05-15,https://www.sec.gov/Archives/edgar/data/1497316/0001494733-12-000084-index.htm
11898570,"GREEN ENERGY RENEWABLE SOLUTIONS, INC.",NT 10-Q,1343979,2012-05-14,https://www.sec.gov/Archives/edgar/data/1343979/0001144204-12-028310-index.htm
11898825,GREENSHIFT CORP,NT 10-Q,1269127,2012-05-15,https://www.sec.gov/Archives/edgar/data/1269127/0001269127-12-000023-index.htm
11898868,"GREENWORLD DEVELOPMENT, INC.",NT 10-Q,1084899,2012-05-14,https://www.sec.gov/Archives/edgar/data/1084899/0001213900-12-002471-index.htm
11899065,GROEN BROTHERS AVIATION INC /UT/,NT 10-Q,870743,2012-05-14,https://www.sec.gov/Archives/edgar/data/870743/0001096906-12-001351-index.htm
11899647,"GSP-2, INC.",NT 10-Q,1497644,2012-05-15,https://www.sec.gov/Archives/edgar/data/1497644/0001213900-12-002647-index.htm
11900116,"GULFSLOPE ENERGY, INC.",NT 10-Q,1341726,2012-05-16,https://www.sec.gov/Archives/edgar/data/1341726/0001432093-12-000391-index.htm
11900355,Gala Global Inc.,NT 10-Q,1513403,2012-04-17,https://www.sec.gov/Archives/edgar/data/1513403/0001014897-12-000084-index.htm
11900362,"Galaxy Gaming, Inc.",NT 10-Q,13156,2012-05-15,https://www.sec.gov/Archives/edgar/data/13156/0001255294-12-000319-index.htm
11900953,General Cleaning & Maintenance,NT 10-Q,1503538,2012-05-15,https://www.sec.gov/Archives/edgar/data/1503538/0001350071-12-000057-index.htm
11901073,"Genesis Biopharma, Inc",NT 10-Q,1425205,2012-05-11,https://www.sec.gov/Archives/edgar/data/1425205/0001144204-12-028009-index.htm
11901123,Genmed Holding Corp,NT 10-Q,1061688,2012-05-14,https://www.sec.gov/Archives/edgar/data/1061688/0001178924-12-000078-index.htm
11901165,Genufood Energy Enzymes Corp.,NT 10-Q,1510518,2012-05-16,https://www.sec.gov/Archives/edgar/data/1510518/0001517126-12-000066-index.htm
11901242,"GeoBio Energy, Inc.",NT 10-Q,1157004,2012-05-15,https://www.sec.gov/Archives/edgar/data/1157004/0001144204-12-029454-index.htm
11901647,"Giggles N' Hugs, Inc.",NT 10-Q,1381435,2012-05-16,https://www.sec.gov/Archives/edgar/data/1381435/0001077048-12-000292-index.htm
11901907,"Global Entertainment Holdings, Inc.",NT 10-Q,1142488,2012-05-15,https://www.sec.gov/Archives/edgar/data/1142488/0001185185-12-001091-index.htm
11902035,"Global Karaoke Network, Inc.",NT 10-Q,1451797,2012-05-15,https://www.sec.gov/Archives/edgar/data/1451797/0001255294-12-000305-index.htm
11902053,Global Resource Energy Inc.,NT 10-Q,1454504,2012-06-15,https://www.sec.gov/Archives/edgar/data/1454504/0001524777-12-000236-index.htm
11902207,"GlyEco, Inc.",NT 10-Q,931799,2012-05-15,https://www.sec.gov/Archives/edgar/data/931799/0001185185-12-001083-index.htm
11902366,Gold & Gemstone Mining Inc.,NT 10-Q,1485156,2012-06-15,https://www.sec.gov/Archives/edgar/data/1485156/0001062993-12-002108-index.htm
11903424,"Green Endeavors, Inc.",NT 10-Q,1487997,2012-05-11,https://www.sec.gov/Archives/edgar/data/1487997/0001487997-12-000010-index.htm
11903445,"Green Global Investments, Inc.",NT 10-Q,1418506,2012-05-15,https://www.sec.gov/Archives/edgar/data/1418506/0000943440-12-000522-index.htm
11903502,Green PolkaDot Box Inc,NT 10-Q,1159464,2012-05-15,https://www.sec.gov/Archives/edgar/data/1159464/0001137171-12-000218-index.htm
11903526,"Green Technology Solutions, Inc.",NT 10-Q,874792,2012-05-16,https://www.sec.gov/Archives/edgar/data/874792/0001144204-12-029975-index.htm
11903558,"GreenPlex Services, Inc.",NT 10-Q,1472998,2012-05-15,https://www.sec.gov/Archives/edgar/data/1472998/0001469709-12-000091-index.htm
11903605,"Greenfield Farms Food, Inc.",NT 10-Q,1440517,2012-05-14,https://www.sec.gov/Archives/edgar/data/1440517/0001477932-12-001511-index.htm
11903621,Greenpower International Group Ltd,NT 10-Q,1522211,2012-05-16,https://www.sec.gov/Archives/edgar/data/1522211/0001021432-12-000070-index.htm
11903665,"Greenwood Gold Resources, Inc.",NT 10-Q,1440172,2012-05-15,https://www.sec.gov/Archives/edgar/data/1440172/0001524777-12-000180-index.htm
11904398,"Gulf United Energy, Inc.",NT 10-Q,1312165,2012-04-16,https://www.sec.gov/Archives/edgar/data/1312165/0001432093-12-000253-index.htm
11906958,HAVAYA CORP,NT 10-Q,1483230,2012-05-15,https://www.sec.gov/Archives/edgar/data/1483230/0001038838-12-000137-index.htm
11907454,"HEALTH REVENUE ASSURANCE HOLDINGS, INC.",NT 10-Q,1514443,2012-05-16,https://www.sec.gov/Archives/edgar/data/1514443/0001213900-12-002737-index.htm
11909185,"HINTO ENERGY, INC",NT 10-Q,1087734,2012-05-14,https://www.sec.gov/Archives/edgar/data/1087734/0001072588-12-000066-index.htm
11909241,"HITOR GROUP, IN.",NT 10-Q,1224006,2012-05-16,https://www.sec.gov/Archives/edgar/data/1224006/0001056520-12-000218-index.htm
11910171,"HORNE INTERNATIONAL, INC.",NT 10-Q,1229195,2012-05-09,https://www.sec.gov/Archives/edgar/data/1229195/0001144204-12-027043-index.htm
11910527,HQ Global Education Inc.,NT 10-Q,1430872,2012-04-13,https://www.sec.gov/Archives/edgar/data/1430872/0001144204-12-021438-index.htm
11910542,HS3 TECHNOLOGIES INC.,NT 10-Q,1297203,2012-05-16,https://www.sec.gov/Archives/edgar/data/1297203/0001062993-12-001817-index.htm
11911040,"HST Global, Inc.",NT 10-Q,797564,2012-05-15,https://www.sec.gov/Archives/edgar/data/797564/0001360865-12-000077-index.htm
11911273,"HUIHENG MEDICAL, INC.",NT 10-Q,1353972,2012-05-15,https://www.sec.gov/Archives/edgar/data/1353972/0001001277-12-000034-index.htm
